Player,Nation,Pos,Squad,Age,Born,Matches Played,Game or games started by player,Minutes,90s Played90s played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG,npxG,xAG,"npxG + xAGNon-Penalty Expected Goals plus Assisted GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader",PrgC,PrgP,PrgR,Non-Penalty Goals + Assists/90Goals plus Assists minus Penalty Kicks made per 90 minutes,"xG + xAG/90Expected Goals plus Assisted Goals per 90 minutesxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader","npxG + xAGNon-Penalty Expected Goals plus Assisted GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader.1",Matches,Season,90s,Cmp,Att,Cmp%,Tot,Prg,Ast,xA,Assists - xAGAssists minus Expected Goals Assisted,KP,1/3,PPA,CrsPA,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,npxG/Shot,"Goals - xGGoals minus Expected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","Non-Penalty Goals - npxGNon-Penalty Goals minus Non-Penalty Expected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.",Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,Tkl,TklW,Tkl%,Lost,Blocks,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,TO,Fld,Def,GCA,GCA90,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Crosses,Interceptions,Tackles Won,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Won,Won%,GA,PKA,CK,OG,Post-Shot Expected Goals,Post-Shot Expected Goals per Shot on Target,PSxG-GAPost-Shot Expected Goals minus Goals AllowedPositive numbers suggest better luck or an above average ability to stop shotsPSxG is expected goals based on how likely the goalkeeper is to save the shotNote,PSxG-GA/90Post-Shot Expected Goals minus Goals Allowed per 90 minutesPositive numbers suggest better luck or an above average ability to stop shotsPSxG is expected goals based on how likely the goalkeeper is to save the shotNote,Att (GK),Thr,Launch%,Avg,Opp,Stp,Stp%,#OPA,#OPA/90
Markus Anderson,us USA,"MF,FW",Philadelphia Union,20,2003,4,2,97,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.27,0.0,0.36,2.73,0.91,4.55,0.0,0.32,0.32,Matches,2024,1.1,4.55,11.8,38.5,59.1,12.7,0.0,0.0,0.0,1.82,0.91,0.0,0.0,0.0,1.82,0.0,0.0,1.86,0.0,0.0,,8.6,0.0,0.0,0.0,0.15,-0.27,-0.27,26.4,0.0,10.0,7.27,9.09,4.55,26.4,1.82,66.7,0.91,33.3,12.7,1.82,2.73,0.91,14.5,0.0,0.0,0.0,1.82,1.82,1.82,0.91,0.91,1.82,0.0,3.64,3.67,0.0,0.91,0.0,0.91,0.92,0.0,3.64,3.64,0.0,0.0,0.91,0.0,0.0,0.0,0.0,4.55,1.82,66.7,,,,,,,,,,,,,,,,,
Sebastian Anderson,us USA,DF,Colorado Rapids,21,2002,9,5,507,5.6,0.0,0.18,0.18,0.0,0.0,0.0,0.18,0.0,0.02,0.02,0.25,0.29,1.61,3.57,4.11,0.18,0.28,0.28,Matches,2024,5.6,36.1,49.3,73.2,613.4,235.0,0.18,0.13,-0.07,0.54,2.32,1.07,0.36,0.0,0.18,0.0,0.0,0.18,0.0,0.0,,4.3,0.0,0.0,0.0,0.11,-0.02,-0.02,58.2,3.39,16.4,27.0,15.4,1.07,58.2,0.89,50.0,0.89,50.0,26.1,0.36,0.36,0.18,32.1,1.07,0.89,29.4,2.14,0.89,0.71,1.07,2.14,3.57,0.0,1.25,1.24,0.0,0.0,0.0,0.36,0.36,0.0,0.89,1.07,0.0,1.43,1.07,0.89,0.0,0.0,0.0,2.5,0.71,44.4,,,,,,,,,,,,,,,,,
José Andrés Martínez,ve VEN,MF,Philadelphia Union,29,1994,16,13,1016,11.3,0.0,0.09,0.09,0.0,0.0,0.0,0.35,0.0,0.03,0.03,0.09,0.12,1.06,5.93,1.06,0.09,0.11,0.11,Matches,2024,11.3,37.5,47.7,78.7,735.1,264.2,0.09,0.13,0.0,0.88,5.93,0.8,0.18,0.0,1.24,0.35,28.6,1.24,0.35,0.0,0.0,29.7,0.0,0.0,0.0,0.02,-0.03,-0.03,59.1,1.68,15.6,34.3,10.0,0.8,59.1,0.97,57.9,0.71,42.1,32.8,0.09,2.12,0.71,36.5,2.39,1.15,52.2,0.97,0.8,0.35,1.33,3.72,0.62,0.09,2.12,2.13,0.0,0.09,0.09,0.27,0.27,0.0,1.77,1.86,0.0,1.33,1.33,1.15,0.0,0.0,0.0,8.23,1.59,60.0,,,,,,,,,,,,,,,,,
Tomas Ángel,co COL,"FW,MF",LAFC,20,2003,5,0,51,0.6,1.67,0.0,1.67,1.67,0.0,0.0,0.0,0.0,2.33,2.33,0.0,2.33,1.67,1.67,5.0,1.76,2.48,2.48,Matches,2024,0.6,28.3,36.7,77.3,443.3,90.0,0.0,0.17,0.0,1.67,0.0,1.67,0.0,1.67,6.67,1.67,25.0,7.06,1.76,0.25,1.0,13.5,0.0,0.0,0.0,0.35,-0.67,-0.67,48.3,0.0,3.33,13.3,31.7,10.0,48.3,0.0,0.0,1.67,100.0,31.7,1.67,1.67,0.0,33.3,1.67,1.67,0.0,5.0,0.0,0.0,0.0,1.67,0.0,0.0,5.0,5.29,0.0,1.67,0.0,0.0,0.0,0.0,1.67,1.67,0.0,1.67,0.0,1.67,0.0,0.0,0.0,5.0,1.67,25.0,,,,,,,,,,,,,,,,,
Iván Angulo,co COL,"FW,MF",Orlando City,24,1999,34,34,2759,30.7,0.16,0.2,0.36,0.16,0.0,0.0,0.13,0.0,0.16,0.16,0.16,0.32,3.52,4.76,9.51,0.36,0.32,0.32,Matches,2024,30.7,35.7,42.8,83.4,479.6,119.8,0.2,0.15,0.04,1.34,1.6,1.4,0.1,0.16,1.04,0.29,28.1,1.04,0.29,0.16,0.56,15.4,0.0,0.0,0.0,0.15,0.0,0.0,52.9,0.85,8.24,19.8,25.4,3.88,52.9,1.43,43.6,1.69,51.5,35.3,1.73,1.86,0.81,40.1,1.53,0.94,44.8,0.52,0.72,0.65,0.62,2.15,0.49,0.0,3.03,3.03,0.16,0.23,0.13,0.46,0.46,0.0,0.78,1.17,0.2,1.3,0.62,0.94,0.07,0.03,0.0,4.76,0.23,36.8,,,,,,,,,,,,,,,,,
Eugene Ansah,gh GHA,"FW,MF",FC Dallas,29,1994,17,5,434,4.8,0.21,0.0,0.21,0.21,0.0,0.0,0.0,0.0,0.25,0.25,0.21,0.46,2.08,1.67,6.46,0.21,0.46,0.46,Matches,2024,4.8,15.0,20.4,73.5,201.9,25.4,0.0,0.23,-0.21,1.88,0.63,0.63,0.0,0.21,2.71,1.46,53.8,2.7,1.45,0.08,0.14,18.0,0.0,0.0,0.0,0.1,-0.04,-0.04,31.5,0.83,4.58,11.3,15.6,4.38,31.5,0.83,40.0,1.25,60.0,19.0,1.46,2.71,1.46,23.3,1.04,1.04,100.0,0.0,0.42,0.42,0.42,1.46,0.83,0.0,3.33,3.32,0.21,0.21,0.0,0.0,0.0,0.0,2.29,0.63,0.63,1.67,0.42,1.04,0.0,0.0,0.0,2.29,1.25,31.6,,,,,,,,,,,,,,,,,
Conner Antley,us USA,DF,D.C. United,28,1995,7,4,434,4.8,0.0,0.21,0.21,0.0,0.0,0.0,0.42,0.0,0.04,0.04,0.25,0.29,0.63,2.08,0.63,0.21,0.28,0.28,Matches,2024,4.8,28.1,42.5,66.2,485.2,232.5,0.21,0.13,-0.04,0.63,1.88,0.21,0.0,0.0,0.42,0.0,0.0,0.41,0.0,0.0,,10.5,0.0,0.0,0.0,0.08,-0.04,-0.04,54.8,3.96,22.9,25.6,7.92,1.25,54.8,0.83,66.7,0.42,33.3,24.0,0.21,1.04,0.21,21.0,3.33,2.08,61.5,1.04,1.67,1.04,1.25,4.58,3.54,0.0,1.04,1.04,0.0,0.0,0.0,0.21,0.21,0.0,0.63,0.63,0.0,0.63,1.25,2.08,0.0,0.21,0.0,8.33,2.29,61.1,,,,,,,,,,,,,,,,,
Antony,br BRA,"FW,MF",Portland Timbers,22,2001,33,20,1886,21.0,0.29,0.19,0.48,0.29,0.0,0.0,0.0,0.0,0.23,0.23,0.14,0.37,4.19,1.9,9.62,0.48,0.37,0.37,Matches,2024,21.0,23.7,31.9,74.3,346.0,65.3,0.19,0.13,0.05,1.24,1.24,1.0,0.29,0.29,1.81,0.62,34.2,1.81,0.62,0.16,0.46,17.3,0.0,0.0,0.0,0.13,0.05,0.05,47.1,0.95,7.24,19.6,21.8,4.19,47.1,1.81,33.9,3.05,57.1,29.4,1.52,2.57,1.29,32.4,2.48,1.81,46.5,1.1,1.0,0.95,0.9,3.38,0.81,0.0,3.57,3.58,0.52,0.29,0.0,0.57,0.57,0.0,1.33,1.43,0.24,1.71,0.9,1.81,0.05,0.0,0.0,5.14,0.48,43.5,,,,,,,,,,,,,,,,,
Brian Anunga,cm CMR,MF,Nashville SC,27,1996,30,17,1453,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.06,0.01,0.01,0.02,0.03,0.68,3.29,1.3,0.0,0.03,0.03,Matches,2024,16.1,41.6,48.3,86.1,703.2,200.0,0.0,0.03,-0.02,0.31,3.48,0.25,0.12,0.0,0.31,0.06,20.0,0.31,0.06,0.0,0.0,21.9,0.0,0.0,0.0,0.03,-0.01,-0.01,57.9,2.73,16.1,34.0,8.2,0.5,57.9,0.87,70.0,0.25,20.0,32.2,0.06,1.43,0.93,38.3,2.67,1.49,56.3,0.87,1.43,1.18,1.74,4.41,0.93,0.0,0.99,0.99,0.06,0.0,0.19,0.0,0.0,0.0,1.86,0.75,0.06,0.43,1.74,1.49,0.0,0.06,0.0,6.34,0.62,41.7,,,,,,,,,,,,,,,,,
Cristian Arango,co COL,"FW,MF",Real Salt Lake,28,1995,30,26,2286,25.4,0.67,0.24,0.91,0.59,0.08,0.08,0.28,0.0,0.59,0.53,0.27,0.8,2.68,3.86,6.61,0.83,0.86,0.8,Matches,2024,25.4,16.2,23.6,68.5,273.8,81.2,0.24,0.17,-0.03,1.93,2.6,1.34,0.12,0.67,4.57,1.69,37.1,4.57,1.69,0.13,0.35,18.1,0.12,0.08,0.08,0.12,0.07,0.06,36.6,0.24,1.14,15.0,21.0,5.91,36.5,1.38,39.8,1.89,54.5,24.5,0.94,2.05,1.69,27.9,0.75,0.47,42.1,0.43,0.75,0.71,0.12,0.87,0.12,0.0,3.78,3.78,0.24,0.24,0.0,0.59,0.59,0.0,1.69,1.85,0.87,1.61,0.12,0.47,0.0,0.0,0.0,2.72,1.22,49.2,,,,,,,,,,,,,,,,,
César Araujo,uy URU,MF,Orlando City,22,2001,30,28,2418,26.9,0.04,0.04,0.07,0.04,0.0,0.0,0.45,0.0,0.06,0.06,0.08,0.13,1.0,5.39,1.0,0.07,0.13,0.13,Matches,2024,26.9,49.1,55.7,88.1,828.1,258.2,0.04,0.08,-0.04,0.45,6.17,0.56,0.04,0.04,0.97,0.07,7.7,0.97,0.07,0.04,0.5,20.9,0.11,0.0,0.0,0.06,-0.02,-0.02,64.5,1.93,15.0,37.7,12.5,0.63,64.5,0.41,50.0,0.26,31.8,35.1,0.04,0.74,0.71,46.6,2.38,1.41,45.5,1.56,1.52,1.23,1.08,3.46,0.82,0.0,1.67,1.67,0.04,0.22,0.0,0.11,0.11,0.0,1.75,2.64,0.04,0.41,1.08,1.41,0.0,0.07,0.0,5.91,0.67,39.1,,,,,,,,,,,,,,,,,
Miguel Araujo,pe PER,DF,Portland Timbers,29,1994,22,17,1543,17.1,0.0,0.12,0.12,0.0,0.0,0.0,0.12,0.0,0.05,0.05,0.04,0.09,0.18,2.75,0.18,0.12,0.09,0.09,Matches,2024,17.1,40.6,48.7,83.4,845.4,318.0,0.12,0.04,0.08,0.23,2.46,0.23,0.06,0.0,0.53,0.06,11.1,0.52,0.06,0.0,0.0,10.9,0.0,0.0,0.0,0.1,-0.05,-0.05,58.7,7.72,31.3,26.4,1.46,0.82,58.7,0.23,80.0,0.06,20.0,31.0,0.0,0.18,0.18,37.1,1.81,1.05,65.0,0.41,1.4,0.47,1.35,3.16,4.27,0.0,0.88,0.87,0.0,0.0,0.06,0.23,0.23,0.0,0.99,0.18,0.06,0.06,1.35,1.05,0.0,0.06,0.0,4.04,1.4,57.1,,,,,,,,,,,,,,,,,
Scott Arfield,ca CAN,"MF,FW",Charlotte,35,1988,14,4,381,4.2,0.0,0.24,0.24,0.0,0.0,0.0,0.48,0.24,0.14,0.14,0.05,0.19,0.71,3.33,4.76,0.24,0.18,0.18,Matches,2024,4.2,25.2,31.2,80.9,334.0,68.3,0.24,0.29,0.19,1.19,2.86,0.24,0.0,0.0,1.67,0.48,28.6,1.65,0.47,0.0,0.0,18.4,0.24,0.0,0.0,0.08,-0.14,-0.14,39.0,0.95,4.52,17.4,17.6,3.1,39.0,0.71,42.9,0.95,57.1,21.7,0.0,2.14,0.24,26.7,0.48,0.24,33.3,0.48,1.19,1.19,0.24,0.71,0.48,0.0,3.1,3.08,0.24,0.0,0.24,0.24,0.24,0.0,1.9,0.71,0.24,0.0,0.24,0.24,0.0,0.0,0.0,4.05,0.0,0.0,,,,,,,,,,,,,,,,,
Max Arfsten,us USA,DF,Columbus Crew,22,2001,31,23,1966,21.8,0.18,0.23,0.41,0.18,0.0,0.0,0.09,0.0,0.15,0.15,0.25,0.4,3.3,3.62,10.0,0.41,0.4,0.4,Matches,2024,21.8,41.4,50.5,82.0,645.0,152.9,0.23,0.18,-0.02,1.51,1.93,1.38,0.6,0.18,1.88,0.55,29.3,1.88,0.55,0.1,0.33,16.7,0.09,0.0,0.0,0.08,0.04,0.04,61.1,1.47,12.8,22.6,26.5,4.22,61.1,2.43,63.1,1.19,31.0,39.4,1.19,1.19,1.01,42.6,1.88,1.1,50.0,1.15,1.06,0.96,0.64,2.52,1.51,0.0,3.07,3.07,0.5,0.0,0.09,0.6,0.59,0.0,0.96,0.83,0.5,3.58,0.64,1.1,0.0,0.0,0.0,5.73,0.64,53.8,,,,,,,,,,,,,,,,,
Allan Arigoni,ch SUI,DF,Chicago Fire,25,1998,28,25,2096,23.3,0.04,0.0,0.04,0.04,0.0,0.0,0.26,0.0,0.05,0.05,0.06,0.12,2.15,2.58,4.94,0.04,0.12,0.12,Matches,2024,23.3,41.7,52.8,78.9,654.7,211.5,0.0,0.07,-0.06,0.52,2.53,0.47,0.21,0.04,0.77,0.21,27.8,0.77,0.21,0.06,0.2,18.4,0.0,0.0,0.0,0.07,-0.01,-0.01,64.1,2.66,20.6,28.6,15.3,1.42,64.1,0.77,34.0,1.37,60.4,34.4,0.56,1.59,0.94,40.1,1.63,1.2,64.9,0.56,1.5,1.29,0.82,2.45,2.06,0.0,1.55,1.55,0.13,0.09,0.04,0.04,0.04,0.0,1.37,1.46,0.09,2.36,0.82,1.2,0.0,0.04,0.0,4.59,0.77,37.5,,,,,,,,,,,,,,,,,
Daniel Armando Ríos,mx MEX,FW,Atlanta Utd,28,1995,27,16,1359,15.1,0.46,0.2,0.66,0.46,0.0,0.07,0.0,0.0,0.41,0.36,0.1,0.46,0.93,1.99,4.57,0.66,0.52,0.46,Matches,2024,15.1,16.2,21.9,74.0,230.5,33.7,0.2,0.07,0.1,0.93,1.13,0.46,0.07,0.46,2.78,1.39,50.0,2.78,1.39,0.17,0.33,14.4,0.0,0.0,0.07,0.13,0.05,0.11,32.3,1.19,2.12,13.8,16.4,5.36,32.2,0.4,46.2,0.46,53.8,18.9,0.86,2.78,0.99,23.6,0.73,0.46,30.0,0.46,0.93,0.79,0.07,0.79,0.99,0.0,2.52,2.52,0.07,0.2,0.0,0.4,0.4,0.0,1.32,0.79,0.26,0.46,0.07,0.46,0.0,0.0,0.0,2.05,2.52,48.1,,,,,,,,,,,,,,,,,
Stuart Armstrong,sct SCO,"MF,FW",Vancouver W'caps,31,1992,6,1,128,1.4,0.71,0.0,0.71,0.71,0.0,0.0,0.71,0.0,0.29,0.29,0.43,0.71,2.14,7.14,7.86,0.7,0.73,0.73,Matches,2024,1.4,50.0,58.6,85.4,821.4,241.4,0.0,0.21,-0.43,3.57,5.71,3.57,1.43,0.71,2.86,0.71,25.0,2.81,0.7,0.25,1.0,23.9,0.0,0.0,0.0,0.11,0.43,0.43,73.6,2.14,5.71,32.9,35.0,5.71,73.6,2.86,40.0,4.29,60.0,37.9,0.0,0.71,0.0,56.4,0.71,0.0,0.0,0.71,0.71,0.0,0.0,0.71,1.43,0.0,6.43,6.33,0.0,0.0,0.0,0.71,0.7,0.0,1.43,0.71,0.0,1.43,0.0,0.0,0.0,0.0,0.0,3.57,1.43,100.0,,,,,,,,,,,,,,,,,
Xavier Arreaga,ec ECU,DF,NE Revolution,29,1994,23,22,1934,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.07,0.07,0.02,0.09,0.37,2.23,0.23,0.0,0.09,0.09,Matches,2024,21.5,46.7,54.0,86.5,920.9,339.5,0.0,0.03,-0.02,0.47,2.56,0.14,0.0,0.0,0.51,0.14,27.3,0.51,0.14,0.0,0.0,11.1,0.0,0.0,0.0,0.13,-0.07,-0.07,65.8,10.5,40.2,23.4,2.51,0.7,65.8,0.37,66.7,0.14,25.0,36.6,0.0,0.33,0.23,44.8,2.09,1.12,78.9,0.37,1.3,0.79,1.81,3.91,5.21,0.09,0.88,0.88,0.0,0.05,0.0,0.09,0.09,0.0,1.16,0.6,0.14,0.09,1.81,1.12,0.0,0.05,0.0,4.56,1.26,52.9,,,,,,,,,,,,,,,,,
Xavier Arreaga,ec ECU,DF,Seattle Sounders,29,1994,5,2,255,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.04,0.04,0.0,0.04,0.0,3.57,0.0,0.0,0.02,0.02,Matches,2024,2.8,56.8,64.3,88.3,1323.9,621.1,0.0,0.0,0.0,0.36,3.93,0.0,0.0,0.0,0.36,0.0,0.0,0.35,0.0,0.0,,9.7,0.0,0.0,0.0,0.05,-0.04,-0.04,73.2,6.43,40.4,32.1,1.43,1.07,73.2,0.36,50.0,0.36,50.0,44.6,0.0,0.36,0.0,53.6,1.43,1.07,40.0,1.07,1.79,0.71,2.14,3.57,2.5,0.36,0.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.36,0.0,0.0,2.14,1.07,0.0,0.0,0.0,2.86,0.71,25.0,,,,,,,,,,,,,,,,,
Kervin Arriaga,hn HON,"DF,MF",Minnesota Utd,26,1998,13,9,880,9.8,0.31,0.0,0.31,0.31,0.0,0.0,0.31,0.0,0.08,0.08,0.01,0.09,0.51,3.57,0.31,0.31,0.09,0.09,Matches,2024,9.8,40.4,50.1,80.7,781.6,301.2,0.0,0.02,-0.01,0.31,4.29,0.31,0.0,0.31,1.63,0.41,25.0,1.64,0.41,0.19,0.75,18.1,0.41,0.0,0.0,0.05,0.22,0.22,63.3,6.84,26.2,31.2,6.22,1.43,63.3,0.51,50.0,0.2,20.0,29.5,0.0,0.82,0.41,32.9,1.63,1.43,52.9,0.82,1.43,0.71,0.92,2.55,4.08,0.0,0.92,0.92,0.0,0.0,0.0,0.1,0.1,0.0,1.02,1.33,0.0,0.1,0.92,1.43,0.0,0.0,0.0,7.04,3.78,62.7,,,,,,,,,,,,,,,,,
Paul Arriola,us USA,"DF,MF",FC Dallas,28,1995,31,28,2456,27.3,0.18,0.07,0.26,0.11,0.07,0.07,0.26,0.0,0.17,0.11,0.11,0.22,2.2,3.88,5.75,0.18,0.28,0.22,Matches,2024,27.3,30.5,40.3,75.8,479.2,163.3,0.07,0.11,-0.03,1.21,2.45,1.06,0.26,0.18,1.72,0.73,42.6,1.72,0.73,0.06,0.15,18.8,0.0,0.07,0.07,0.07,0.01,-0.0,50.3,1.58,12.5,21.4,17.0,2.86,50.2,0.55,35.7,0.84,54.8,28.6,0.66,1.9,0.81,34.4,1.5,0.92,37.0,1.25,1.03,0.92,0.37,1.87,1.17,0.0,3.26,3.26,0.15,0.11,0.04,0.51,0.51,0.0,1.25,1.28,0.18,1.94,0.37,0.92,0.04,0.0,0.0,3.7,0.59,41.0,,,,,,,,,,,,,,,,,
Artur,br BRA,MF,Houston Dynamo,27,1996,34,34,3038,33.8,0.0,0.03,0.03,0.0,0.0,0.0,0.12,0.0,0.04,0.04,0.01,0.06,0.41,7.07,0.71,0.03,0.06,0.06,Matches,2024,33.8,66.0,74.3,88.8,1162.1,375.7,0.03,0.05,0.01,0.41,6.78,0.86,0.03,0.0,0.95,0.27,28.1,0.95,0.27,0.0,0.0,26.3,0.0,0.0,0.0,0.05,-0.04,-0.04,83.1,3.61,22.7,50.1,10.6,0.24,83.1,0.53,64.3,0.27,32.1,48.5,0.03,0.77,0.53,62.1,2.43,1.69,57.9,0.95,1.04,0.77,1.01,3.43,1.63,0.09,1.57,1.57,0.03,0.03,0.06,0.12,0.12,0.0,0.98,1.01,0.03,0.21,1.01,1.69,0.0,0.09,0.0,6.07,0.38,36.1,,,,,,,,,,,,,,,,,
Yamil Asad,ar ARG,DF,FC Cincinnati,29,1994,23,8,800,8.9,0.34,0.56,0.9,0.34,0.0,0.0,0.11,0.0,0.13,0.13,0.27,0.4,3.37,6.52,11.6,0.9,0.41,0.41,Matches,2024,8.9,56.0,70.4,79.4,880.4,270.4,0.56,0.18,0.29,2.25,3.6,3.03,0.0,0.34,2.02,1.01,50.0,2.03,1.01,0.17,0.33,18.8,0.0,0.0,0.0,0.07,0.2,0.2,83.4,1.8,16.6,32.5,34.7,3.26,83.4,1.12,43.5,1.24,47.8,51.0,0.45,2.36,0.79,57.9,2.13,1.46,59.1,1.01,1.8,1.57,0.67,2.81,0.79,0.11,5.17,5.19,0.34,0.0,0.0,0.79,0.79,0.0,1.24,2.47,0.22,1.01,0.67,1.46,0.0,0.0,0.0,5.28,0.67,40.0,,,,,,,,,,,,,,,,,
Dairon Asprilla,co COL,"FW,DF",Portland Timbers,31,1992,19,7,687,7.6,0.13,0.13,0.26,0.13,0.0,0.0,0.13,0.0,0.09,0.09,0.12,0.21,1.71,1.58,6.58,0.26,0.22,0.22,Matches,2024,7.6,24.2,32.4,74.8,358.7,74.1,0.13,0.14,0.01,0.92,0.92,0.39,0.13,0.13,1.18,0.26,22.2,1.18,0.26,0.11,0.5,18.0,0.0,0.0,0.0,0.08,0.04,0.04,47.2,2.5,9.21,21.4,18.3,2.24,47.2,1.18,40.9,1.58,54.5,26.3,0.26,3.55,1.45,29.7,1.45,0.26,35.7,1.18,0.66,0.66,0.66,2.11,1.71,0.0,2.11,2.1,0.13,0.26,0.0,0.53,0.52,0.0,2.24,2.5,0.79,1.71,0.66,0.26,0.0,0.0,0.0,5.26,2.63,40.8,,,,,,,,,,,,,,,,,
Joshua Atencio,us USA,MF,Seattle Sounders,22,2002,22,12,1069,11.9,0.0,0.08,0.08,0.0,0.0,0.0,0.25,0.08,0.11,0.11,0.09,0.2,2.27,6.39,3.95,0.08,0.2,0.2,Matches,2024,11.9,50.0,62.9,79.4,796.4,210.3,0.08,0.08,-0.01,1.01,6.3,0.67,0.08,0.0,2.18,0.5,23.1,2.19,0.51,0.0,0.0,20.5,0.0,0.0,0.0,0.05,-0.11,-0.11,79.5,2.61,15.5,42.1,23.0,2.61,79.5,1.09,61.9,0.67,38.1,40.5,0.42,2.61,1.43,52.0,3.11,1.6,47.5,1.76,2.27,1.93,2.1,5.21,1.43,0.08,2.86,2.87,0.08,0.0,0.08,0.08,0.08,0.08,1.26,0.92,0.0,1.76,2.1,1.6,0.0,0.0,0.0,6.47,2.1,47.2,,,,,,,,,,,,,,,,,
Eduard Atuesta,co COL,MF,LAFC,26,1997,28,25,2190,24.3,0.16,0.08,0.25,0.16,0.0,0.0,0.37,0.04,0.12,0.12,0.11,0.22,1.52,8.81,2.96,0.25,0.22,0.22,Matches,2024,24.3,47.7,58.4,81.6,899.7,312.0,0.08,0.15,-0.02,1.77,7.82,1.23,0.16,0.16,1.48,0.53,36.1,1.48,0.53,0.11,0.31,21.2,0.21,0.0,0.0,0.08,0.05,0.05,69.3,1.52,12.6,38.7,18.8,1.52,69.3,1.44,50.7,1.11,39.1,41.6,0.21,1.81,1.4,47.9,1.77,0.82,39.7,1.44,1.03,0.86,1.69,3.46,0.53,0.08,4.4,4.4,0.21,0.16,0.04,0.41,0.41,0.04,1.73,1.36,0.04,4.24,1.69,0.82,0.04,0.04,0.0,6.34,0.74,42.9,,,,,,,,,,,,,,,,,
Julián Aude,ar ARG,DF,LA Galaxy,20,2003,25,21,1692,18.8,0.05,0.11,0.16,0.05,0.0,0.0,0.16,0.0,0.04,0.04,0.07,0.11,1.38,2.93,3.56,0.16,0.11,0.11,Matches,2024,18.8,47.7,57.1,83.4,725.2,237.9,0.11,0.1,0.03,0.53,2.13,0.32,0.11,0.05,0.64,0.11,16.7,0.64,0.11,0.08,0.5,21.0,0.0,0.0,0.0,0.07,0.02,0.02,69.2,4.47,24.9,30.7,14.3,1.17,69.2,1.44,61.4,0.69,29.5,35.6,0.21,1.38,1.01,44.7,2.61,1.6,53.2,1.54,1.65,1.28,1.12,3.72,3.4,0.05,1.22,1.22,0.11,0.11,0.0,0.16,0.16,0.0,0.9,2.07,0.05,1.01,1.12,1.6,0.0,0.05,0.0,3.83,1.22,57.5,,,,,,,,,,,,,,,,,
Tomás Avilés,ar ARG,DF,Inter Miami,19,2004,27,26,2200,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.08,0.02,0.02,0.02,0.04,0.61,2.99,0.16,0.0,0.04,0.04,Matches,2024,24.4,63.2,69.6,90.8,1249.5,391.5,0.0,0.02,-0.02,0.16,2.75,0.04,0.04,0.0,0.33,0.08,25.0,0.33,0.08,0.0,0.0,15.1,0.0,0.0,0.0,0.08,-0.02,-0.02,79.5,9.47,43.3,34.7,1.76,0.7,79.5,0.2,50.0,0.2,50.0,48.6,0.04,0.74,0.12,60.1,1.97,1.19,48.6,0.74,1.15,0.53,1.56,3.52,2.95,0.16,0.45,0.45,0.0,0.0,0.0,0.08,0.08,0.08,1.15,0.16,0.0,0.12,1.56,1.19,0.0,0.04,0.0,4.55,0.57,51.9,,,,,,,,,,,,,,,,,
